"","title","rank","studio","lifetime_gross","year","omdb.Awards","omdb.Genre","omdb.Metascore","omdb.imdbRating"
"337","Arthur (2011)",2450,"WB",33035397,2011,NA,NA,NA,NA
"338","Arthur 2: On the Rocks",3990,"WB",14681192,1988,NA,NA,NA,NA
"339","Arthur and the Invisibles",3924,"MGM/W",15132763,2006,NA,NA,NA,NA
"340","Arthur Christmas",1793,"Sony",46462469,2011,NA,NA,NA,NA
"341","As Above/So Below",3269,"Uni.",21321100,2014,NA,NA,NA,NA
"342","As Good as It Gets",352,"Sony",148478011,1997,"Won 2 Oscars. Another 35 wins & 49 nominations.","Comedy, Drama, Romance","67","7.7"
"343","Aspen Extreme",4959,"BV",8041049,1993,NA,NA,NA,NA
"344","Assassin's Creed",1506,"Fox",54647948,2016,NA,NA,NA,NA
"345","Assassins",2642,"WB",30303072,1995,NA,NA,NA,NA
"346","Assault on Precinct 13",3408,"Rog.",20040895,2005,NA,NA,NA,NA
"347","Astro Boy",3448,"Sum.",19551067,2009,NA,NA,NA,NA
"348","At First Sight",3179,"MGM",22365133,1999,NA,NA,NA,NA
"349","ATL",3284,"WB",21170563,2006,NA,NA,NA,NA
"350","Atlantic City",4262,"Par.",12729675,1981,NA,NA,NA,NA
"351","Atlantis: The Lost Empire",871,"BV",84056472,2001,NA,NA,NA,NA
"352","Atomic Blonde",1607,"Focus",51687870,2017,"6 wins & 15 nominations.","Action, Mystery, Thriller","63","6.7"
"353","Atonement",1632,"Focus",50927067,2007,NA,NA,NA,NA
"354","August Rush",2550,"WB",31664162,2007,NA,NA,NA,NA
"355","August: Osage County",2183,"Wein.",37738810,2013,NA,NA,NA,NA
"356","Austin Powers in Goldmember",175,"NL",213307889,2002,"5 wins & 21 nominations.","Action, Adventure, Comedy, Crime","62","6.2"
"357","Austin Powers: International Man of Mystery",1527,"NL",53883989,1997,NA,NA,NA,NA
"358","Austin Powers: The Spy Who Shagged Me",188,"NL",206040086,1999,"Nominated for 1 Oscar. Another 18 wins & 29 nominations.","Action, Adventure, Comedy","59","6.6"
"359","Australia",1687,"Fox",49554002,2008,NA,NA,NA,NA
"360","Author! Author!",4202,"Fox",13111101,1982,NA,NA,NA,NA
"361","Autumn in New York",2182,"MGM",37761915,2000,NA,NA,NA,NA
"362","Avalon",3855,"Triu",15740796,1990,NA,NA,NA,NA
"363","Avatar",2,"Fox",760507625,2009,"Won 3 Oscars. Another 85 wins & 128 nominations.","Action, Adventure, Fantasy","83","7.8"
"364","Avengers: Age of Ultron",16,"BV",459005868,2015,"7 wins & 45 nominations.","Action, Adventure, Sci-Fi","66","7.4"
"365","Avengers: Infinity War",4,"BV",678815482,2018,"N/A","Action, Adventure, Fantasy, Sci-Fi","68","8.6"
"366","Awake",4037,"MGM/W",14377198,2007,NA,NA,NA,NA
"367","Awakenings",1587,"Col.",52096475,1990,NA,NA,NA,NA
"368","Away We Go",4743,"Focus",9451946,2009,NA,NA,NA,NA
"369","Baahubali 2: The Conclusion",3390,"GrtIndia",20186659,2017,NA,NA,NA,NA
"370","Babe",1266,"Uni.",63658910,1995,NA,NA,NA,NA
"371","Babe: Pig in the City",3566,"Uni.",18319860,1998,NA,NA,NA,NA
"372","Babel",2380,"ParV",34302837,2006,NA,NA,NA,NA
"373","Baby's Day Out",3737,"Fox",16827402,1994,NA,NA,NA,NA
"374","Baby Boom",2851,"UA",26712476,1987,NA,NA,NA,NA
"375","Baby Boy",2734,"Sony",28734552,2001,NA,NA,NA,NA
"376","Baby Driver",618,"TriS",107825862,2017,"Nominated for 3 Oscars. Another 31 wins & 44 nominations.","Action, Crime, Drama, Music, Thriller","86","7.6"
"377","Baby Geniuses",2811,"Sony",27250736,1999,NA,NA,NA,NA
"378","Baby Mama",1331,"Uni.",60494212,2008,NA,NA,NA,NA
"379","Baby: Secret of the Lost Legend",3952,"BV",14972297,1985,NA,NA,NA,NA
"380","Babylon A.D.",3158,"Fox",22532572,2008,NA,NA,NA,NA
"381","Bachelor Party",2132,"Fox",38435947,1984,NA,NA,NA,NA
"382","Back Roads",4388,"WB",11809387,1981,NA,NA,NA,NA
"383","Back to School",785,"Orion",91258000,1986,NA,NA,NA,NA
"384","Back to the Beach",4203,"Par.",13110903,1987,NA,NA,NA,NA
"385","Back to the Future",177,"Uni.",210609762,1985,"Won 1 Oscar. Another 19 wins & 25 nominations.","Adventure, Comedy, Sci-Fi","87","8.5"
"386","Back to the Future Part II",538,"Uni.",118450002,1989,NA,NA,NA,NA
"387","Back to the Future Part III",825,"Uni.",87727583,1990,NA,NA,NA,NA
"388","Backdraft",975,"Uni.",77868585,1991,NA,NA,NA,NA
"389","Bad Boys",1208,"Sony",65807024,1995,NA,NA,NA,NA
"390","Bad Boys (1983)",4776,"Uni.",9190819,1983,NA,NA,NA,NA
"391","Bad Boys II",400,"Sony",138608444,2003,"5 wins & 13 nominations.","Action, Comedy, Crime","38","6.6"
"392","Bad Company",2651,"BV",30160161,2002,NA,NA,NA,NA
"393","Bad Dreams",4701,"Fox",9797098,1988,NA,NA,NA,NA
"394","Bad Girls",3913,"Fox",15240435,1994,NA,NA,NA,NA
"395","Bad Influence",4275,"Triu",12626043,1990,NA,NA,NA,NA
"396","Bad Moms",576,"STX",113257297,2016,NA,NA,NA,NA
"397","Bad News Bears",2461,"Par.",32868349,2005,NA,NA,NA,NA
"398","Bad Santa",1346,"Dim.",60060328,2003,NA,NA,NA,NA
"399","Bad Santa 2",3611,"BG",17782178,2016,NA,NA,NA,NA
"400","Bad Teacher",710,"Sony",100292856,2011,NA,NA,NA,NA
"401","Bad Times At The El Royale",4022,"Fox",14462914,2018,NA,NA,NA,NA
"402","Baggage Claim",3240,"FoxS",21569509,2013,NA,NA,NA,NA
"403","Bait",3903,"WB",15325127,2000,NA,NA,NA,NA
"404","Bajrangi Bhaijaan",4930,"Eros",8178001,2015,NA,NA,NA,NA
"405","Ballerina (2017) [Canada Only]",3015,"EOne",24702560,2017,NA,NA,NA,NA
"406","Ballistic: Ecks vs. Sever",4045,"WB",14307963,2002,NA,NA,NA,NA
"407","Balls of Fury",2458,"Rog.",32886940,2007,NA,NA,NA,NA
"408","Balto",4454,"Uni.",11348324,1995,NA,NA,NA,NA
"409","Bambi",672,"RKO",102247150,1942,NA,NA,NA,NA
"410","Bandits",1986,"MGM",41575141,2001,NA,NA,NA,NA
"411","Bangkok Dangerous",3908,"LGF",15298133,2008,NA,NA,NA,NA
"412","Barbershop",1007,"MGM",75782105,2002,NA,NA,NA,NA
"413","Barbershop 2: Back in Business",1226,"MGM",65111277,2004,NA,NA,NA,NA
"414","Barbershop: The Next Cut",1522,"WB (NL)",54030051,2016,NA,NA,NA,NA
"415","Barney's Great Adventure",4338,"Poly",12218638,1998,NA,NA,NA,NA
"416","Barnyard: The Original Party Animals",1063,"Par.",72637803,2006,NA,NA,NA,NA
"417","Basic",2846,"Sony",26793311,2003,NA,NA,NA,NA
"418","Basic Instinct",540,"TriS",117727224,1992,NA,NA,NA,NA
"419","Batman",116,"WB",251188924,1989,"Won 1 Oscar. Another 8 wins & 26 nominations.","Action, Adventure","69","7.6"
"420","Batman and Robin",623,"WB",107325195,1997,NA,NA,NA,NA
"421","Batman Begins",184,"WB",206852432,2005,"Nominated for 1 Oscar. Another 14 wins & 72 nominations.","Action, Adventure","70","8.3"
"422","Batman Forever",228,"WB",184031112,1995,"Nominated for 3 Oscars. Another 10 wins & 22 nominations.","Action, Adventure, Fantasy","51","5.4"
"423","Batman Returns",302,"WB",162831698,1992,"Nominated for 2 Oscars. Another 2 wins & 27 nominations.","Action, Crime, Fantasy","68","7.0"
"424","Batman v Superman: Dawn of Justice",57,"WB",330360194,2016,"14 wins & 30 nominations.","Action, Adventure, Fantasy","44","6.6"
"425","Bats",4644,"Dest.",10155690,1999,NA,NA,NA,NA
"426","Battle for the Planet of the Apes",4828,"Fox",8844595,1973,NA,NA,NA,NA
"427","Battle of the Sexes",4272,"FoxS",12638526,2017,"Nominated for 2 Golden Globes. Another 3 wins & 16 nominations.","Biography, Comedy, Drama","73","6.7"
"428","Battle of the Year",4822,"SGem",8888355,2013,NA,NA,NA,NA
"429","Battle: Los Angeles",880,"Sony",83552429,2011,NA,NA,NA,NA
"430","Battlefield Earth",3247,"WB",21471685,2000,NA,NA,NA,NA
"431","Battleship",1216,"Uni.",65422625,2012,NA,NA,NA,NA
"432","Baywatch",1400,"Par.",58060186,2017,"3 wins & 10 nominations.","Action, Comedy, Crime","37","5.6"
"433","Be Cool",1468,"MGM",56046979,2005,NA,NA,NA,NA
"434","Be Kind, Rewind",4478,"NL",11175164,2008,NA,NA,NA,NA
"435","Beaches",1437,"BV",57041866,1988,NA,NA,NA,NA
"436","Bean",1831,"Gram.",45319423,1997,NA,NA,NA,NA
"437","Bears",3613,"BV",17780194,2014,NA,NA,NA,NA
"438","Beastly",2775,"CBS",27865571,2011,NA,NA,NA,NA
"439","Beasts of the Southern Wild",4254,"FoxS",12795746,2012,NA,NA,NA,NA
"440","Beat Street",3761,"Orion",16595791,1984,NA,NA,NA,NA
"441","Beautiful Creatures (2013)",3458,"WB",19452138,2013,NA,NA,NA,NA
"442","Beautiful Girls",4564,"Mira.",10597759,1996,NA,NA,NA,NA
"443","Beauty and the Beast",159,"BV",218967620,1991,"Won 2 Oscars. Another 24 wins & 25 nominations.","Animation, Family, Fantasy","95","8.0"
"444","Beauty and the Beast (2017)",12,"BV",504014165,2017,NA,NA,NA,NA
"445","Beauty Shop",2260,"MGM",36351350,2005,NA,NA,NA,NA
"446","Beavis and Butt-Head Do America",1284,"Par.",63118386,1996,NA,NA,NA,NA
"447","Bebe's Kids",4882,"Par.",8442162,1992,NA,NA,NA,NA
"448","Because I Said So",1943,"Uni.",42674040,2007,NA,NA,NA,NA
"449","Because of Winn-Dixie",2476,"Fox",32647042,2005,NA,NA,NA,NA
"450","Becoming Jane",3531,"Mira.",18670946,2007,NA,NA,NA,NA
"451","Bed of Roses",3498,"NL",19030691,1996,NA,NA,NA,NA
"452","Bedazzled (2000)",2174,"Fox",37886980,2000,NA,NA,NA,NA
"453","Bedtime Stories",601,"BV",110101975,2008,NA,NA,NA,NA
"454","Bee Movie",481,"P/DW",126631277,2007,"Nominated for 1 Golden Globe. Another 1 win & 14 nominations.","Animation, Adventure, Comedy","54","6.1"
"455","Beerfest",3481,"WB",19185184,2006,NA,NA,NA,NA
"456","Beethoven",1435,"Uni.",57114049,1992,NA,NA,NA,NA
"457","Beethoven's 2nd",1538,"Uni.",53443066,1993,NA,NA,NA,NA
"458","Beetlejuice",1046,"WB",73707461,1988,NA,NA,NA,NA
"459","Before and After",4834,"BV",8797839,1996,NA,NA,NA,NA
"460","Before I Fall",4333,"ORF",12241122,2017,"2 wins & 2 nominations.","Drama, Fantasy, Mystery","58","6.4"
"461","Before Midnight",4943,"SPC",8114627,2013,NA,NA,NA,NA
"462","Begin Again",3805,"Wein.",16170632,2014,NA,NA,NA,NA
"463","Behind Enemy Lines",1378,"Fox",58856790,2001,NA,NA,NA,NA
"464","Being John Malkovich",3134,"USA",22863596,1999,NA,NA,NA,NA
"465","Being There",2649,"MGM",30177511,1979,NA,NA,NA,NA
"466","Bella",4954,"RAtt.",8070537,2007,NA,NA,NA,NA
"467","Belle",4538,"FoxS",10726630,2014,NA,NA,NA,NA
"468","Belly",4721,"Art.",9639390,1998,NA,NA,NA,NA
"469","Beloved",3135,"BV",22852487,1998,NA,NA,NA,NA
"470","Ben-Hur",1042,"MGM",7.4e+07,1959,NA,NA,NA,NA
"471","Ben-Hur (2016)",2873,"Par.",26410477,2016,NA,NA,NA,NA
"472","Bend It Like Beckham",2485,"FoxS",32543449,2003,NA,NA,NA,NA
"473","Beneath the Planet of the Apes",3500,"Fox",18999718,1970,NA,NA,NA,NA
"474","Benji",2083,"Mul.",39552000,1974,NA,NA,NA,NA
"475","Benji the Hunted",3183,"BV",22257624,1987,NA,NA,NA,NA
"476","Benny and Joon",3104,"MGM",23261580,1993,NA,NA,NA,NA
"477","Beowulf",905,"Par.",82280579,2007,NA,NA,NA,NA
"478","Bernie",4774,"MNE",9206470,2012,NA,NA,NA,NA
"479","Best Defense",3475,"Par.",19265302,1984,NA,NA,NA,NA
"480","Best Friends",2233,"WB",36821203,1982,NA,NA,NA,NA
"481","Best in Show",3526,"WB",18715392,2000,NA,NA,NA,NA
"482","Betrayed",2916,"UA",25816139,1988,NA,NA,NA,NA
"483","Betsy's Wedding",3431,"BV",19740070,1990,NA,NA,NA,NA
"484","Better Off Dead",4615,"WB",10297601,1985,NA,NA,NA,NA
"485","Beverly Hills Chihuahua",751,"BV",94514402,2008,NA,NA,NA,NA
"486","Beverly Hills Cop",135,"Par.",234760478,1984,"Nominated for 1 Oscar. Another 3 wins & 4 nominations.","Action, Comedy, Crime","64","7.3"
"487","Beverly Hills Cop II",334,"Par.",153665036,1987,"Nominated for 1 Oscar. Another 6 wins & 2 nominations.","Action, Comedy, Crime","48","6.5"
"488","Beverly Hills Cop III",1948,"Par.",42614912,1994,NA,NA,NA,NA
"489","Beverly Hills Ninja",2566,"Sony",31480418,1997,NA,NA,NA,NA
"490","Bewitched",1275,"Sony",63313159,2005,NA,NA,NA,NA
"491","Beyond the Lights",3998,"Rela.",14618727,2014,NA,NA,NA,NA
"492","Bicentennial Man",1397,"BV",58223861,1999,NA,NA,NA,NA
"493","Big",566,"Fox",114968774,1988,NA,NA,NA,NA
"494","Big Business",2057,"BV",40150487,1988,NA,NA,NA,NA
"495","Big Daddy",299,"Sony",163479795,1999,"8 wins & 14 nominations.","Comedy, Drama","41","6.4"
"496","Big Eyes",4018,"Wein.",14482031,2014,NA,NA,NA,NA
"497","Big Fat Liar",1717,"Uni.",48360547,2002,NA,NA,NA,NA
"498","Big Fish",1187,"Sony",66809693,2003,NA,NA,NA,NA
"499","Big Hero 6",154,"BV",222527828,2014,"Won 1 Oscar. Another 16 wins & 57 nominations.","Animation, Action, Adventure","74","7.8"
"500","Big Miracle",3396,"Uni.",20157300,2012,NA,NA,NA,NA
"501","Big Momma's House",542,"Fox",117559438,2000,NA,NA,NA,NA
"502","Big Momma's House 2",1121,"Fox",70165972,2006,NA,NA,NA,NA
"503","Big Mommas: Like Father, Like Son",2171,"Fox",37915414,2011,NA,NA,NA,NA
"504","Big Night",4364,"Gold.",12008376,1996,NA,NA,NA,NA
"505","Big Top Pee-Wee",3926,"Par.",15122324,1988,NA,NA,NA,NA
"506","Big Trouble in Little China",4488,"Fox",11100000,1986,NA,NA,NA,NA
"507","Biker Boyz",3200,"DW",22076772,2003,NA,NA,NA,NA
"508","Bill & Ted's Excellent Adventure",2035,"Orion",40485039,1989,NA,NA,NA,NA
"509","Bill and Ted's Bogus Journey",2164,"Orion",38037513,1991,NA,NA,NA,NA
"510","Billy Bathgate",3875,"BV",15565363,1991,NA,NA,NA,NA
"511","Billy Elliot",3204,"Focus",21995263,2000,NA,NA,NA,NA
"512","Billy Madison",2934,"Uni.",25588734,1995,NA,NA,NA,NA
"513","Biloxi Blues",1915,"Uni.",43184798,1988,NA,NA,NA,NA
"514","Bingo",4849,"TriS",8667684,1991,NA,NA,NA,NA
"515","Bio-Dome",4159,"MGM",13427615,1996,NA,NA,NA,NA
"516","Bird on a Wire",1100,"Uni.",70978012,1990,NA,NA,NA,NA
"517","Birdman",1956,"FoxS",42340598,2014,NA,NA,NA,NA
"518","Black Christmas (2006)",3795,"MGM/W",16273581,2006,NA,NA,NA,NA
"519","Black Dog",4235,"Uni.",12951088,1998,NA,NA,NA,NA
"520","Black Hawk Down",610,"SonR",108638745,2001,NA,NA,NA,NA
"521","Black Knight",2429,"Fox",33426971,2001,NA,NA,NA,NA
"522","Black Mask",4293,"Art.",12504289,1999,NA,NA,NA,NA
"523","Black Mass",1290,"WB",62575678,2015,NA,NA,NA,NA
"524","Black or White",3239,"Rela.",21571189,2015,NA,NA,NA,NA
"525","Black Panther",3,"BV",700059566,2018,"14 nominations.","Action, Adventure, Sci-Fi","88","7.4"
"526","Black Rain",1803,"Par.",46212055,1989,NA,NA,NA,NA
"527","Black Robe",4926,"Gold.",8211952,1991,NA,NA,NA,NA
"528","Black Sheep",2493,"Par.",32417995,1996,NA,NA,NA,NA
"529","Black Snake Moan",4752,"ParV",9396870,2007,NA,NA,NA,NA
"530","Black Sunday",3853,"Par.",15769322,1977,NA,NA,NA,NA
"531","Black Swan",625,"FoxS",106954678,2010,NA,NA,NA,NA
"532","Black Widow",2967,"Fox",25205460,1987,NA,NA,NA,NA
"533","Blackhat",4971,"Uni.",8005980,2015,NA,NA,NA,NA
"534","BlacKkKlansman",1720,"Focus",48271960,2018,NA,NA,NA,NA
"535","Blade",1125,"NL",70087718,1998,NA,NA,NA,NA
"536","Blade II",904,"NL",82348319,2002,NA,NA,NA,NA
"537","Blade Runner",2460,"WB",32868943,1982,NA,NA,NA,NA
"538","Blade Runner 2049",777,"WB",92054159,2017,"Won 2 Oscars. Another 81 wins & 131 nominations.","Drama, Mystery, Sci-Fi","81","8.1"
"539","Blade: Trinity",1575,"NL",52411906,2004,NA,NA,NA,NA
"540","Blades of Glory",537,"P/DW",118594548,2007,NA,NA,NA,NA
"541","Blair Witch",3329,"LGF",20777061,2016,NA,NA,NA,NA
"542","Blame It on Rio",3535,"Fox",18644570,1984,NA,NA,NA,NA
"543","Blank Check",2622,"BV",30577969,1994,NA,NA,NA,NA
"544","Blankman",4977,"Col.",7941977,1994,NA,NA,NA,NA
"545","Blast from the Past",2863,"NL",26511114,1999,NA,NA,NA,NA
"546","Blaze",3488,"BV",19131246,1989,NA,NA,NA,NA
"547","Blazing Saddles",526,"WB",119601481,1974,NA,NA,NA,NA
"548","Blended",1801,"WB",46294610,2014,NA,NA,NA,NA
"549","Bless the Child",2695,"Par.",29381494,2000,NA,NA,NA,NA
"550","Blind Date",2095,"TriS",39321715,1987,NA,NA,NA,NA
"551","Blink",3750,"NL",16696219,1994,NA,NA,NA,NA
"552","Blockers",1339,"Uni.",60147900,2018,NA,NA,NA,NA
"553","Blood Diamond",1424,"WB",57377916,2006,NA,NA,NA,NA
"554","Blood Work",2885,"WB",26235081,2002,NA,NA,NA,NA
"555","Bloodsport",4389,"Can.",11806119,1988,NA,NA,NA,NA
"556","Blow",1554,"NL",52990775,2001,NA,NA,NA,NA
"557","Blow Out",4365,"Film",1.2e+07,1981,NA,NA,NA,NA
"558","Blown Away",2652,"MGM",30156002,1994,NA,NA,NA,NA
"559","Blue Chips",3120,"Par.",23070663,1994,NA,NA,NA,NA
"560","Blue Crush",2040,"Uni.",40390647,2002,NA,NA,NA,NA
"561","Blue Jasmine",2431,"SPC",33405481,2013,NA,NA,NA,NA
"562","Blue Steel",4925,"MGM",8217997,1990,NA,NA,NA,NA
"563","Blue Streak",1150,"Sony",68518533,1999,NA,NA,NA,NA
"564","Blue Thunder",1957,"Col.",42313354,1983,NA,NA,NA,NA
"565","Blue Valentine",4712,"Wein.",9706328,2010,NA,NA,NA,NA
"566","Blue Velvet",4867,"DEG",8551228,1986,NA,NA,NA,NA
"567","Blues Brothers 2000",4083,"Uni.",14051384,1998,NA,NA,NA,NA
"568","Boat Trip",4859,"Art.",8600126,2003,NA,NA,NA,NA
"569","Bobby",4472,"MGM/W",11242801,2006,NA,NA,NA,NA
"570","Bobby Deerfield",4760,"Col.",9300000,1977,NA,NA,NA,NA
"571","Body Double",4832,"Col.",8801940,1984,NA,NA,NA,NA
"572","Body Heat",3056,"WB",24058838,1981,NA,NA,NA,NA
"573","Body of Evidence",4183,"MGM",13273595,1993,NA,NA,NA,NA
"574","Body of Lies",2092,"WB",39394666,2008,NA,NA,NA,NA
"575","Body Parts",4777,"Par.",9188150,1991,NA,NA,NA,NA
"576","Boiler Room",3726,"NL",16970581,2000,NA,NA,NA,NA
"577","Boiling Point",4660,"WB",10058318,1993,NA,NA,NA,NA
"578","Bolero",4816,"Can.",8914881,1984,NA,NA,NA,NA
"579","Bolt",570,"BV",114053579,2008,NA,NA,NA,NA
"580","Bon Cop, Bad Cop",4268,"All.",12665721,2006,NA,NA,NA,NA
"581","Boo! A Madea Halloween",1053,"LGF",73206343,2016,NA,NA,NA,NA
"582","Boogeyman",1782,"SGem",46752382,2005,NA,NA,NA,NA
"583","Boogie Nights",2874,"NL",26400640,1997,NA,NA,NA,NA
"584","Book Club",1147,"Par.",68566296,2018,NA,NA,NA,NA
"585","Book of Shadows: Blair Witch 2",2868,"Art.",26437094,2000,NA,NA,NA,NA
"586","Boomerang",1126,"Par.",70052444,1992,NA,NA,NA,NA
"587","Booty Call",3405,"Sony",20050376,1997,NA,NA,NA,NA
"588","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",458,"Fox",128505958,2006,"Nominated for 1 Oscar. Another 20 wins & 33 nominations.","Comedy","89","7.3"
"589","Born in China",4110,"BV",13873211,2017,"N/A","Documentary","57","7.2"
"590","Born in East L.A.",3674,"Uni.",17355263,1987,NA,NA,NA,NA
"591","Born on the Fourth of July",1128,"Uni.",70001698,1989,NA,NA,NA,NA
"592","Born to Be Wild (IMAX)",2922,"WB",25778243,2011,NA,NA,NA,NA
"593","Born Yesterday",3598,"BV",17952857,1993,NA,NA,NA,NA
"594","Bounce",2234,"Mira.",36805288,2000,NA,NA,NA,NA
"595","Bowfinger",1197,"Uni.",66384775,1999,NA,NA,NA,NA
"596","Bowling for Columbine",3238,"UA",21576018,2002,NA,NA,NA,NA
"597","Boyhood",2956,"IFC",25352281,2014,NA,NA,NA,NA
"598","Boys and Girls",3216,"Dim.",21799652,2000,NA,NA,NA,NA
"599","Boys Don't Cry",4423,"FoxS",11540607,1999,NA,NA,NA,NA
"600","Boys on the Side",3092,"WB",23440188,1995,NA,NA,NA,NA
"601","Boyz N the Hood",1417,"Col.",57504069,1991,NA,NA,NA,NA
"602","Brainstorm",4630,"MGM",10219460,1983,NA,NA,NA,NA
"603","Bram Stoker's Dracula",901,"Col.",82522790,1992,NA,NA,NA,NA
"604","BRATZ",4674,"LGF",10010209,2007,NA,NA,NA,NA
"605","Brave",133,"BV",237283207,2012,"Won 1 Oscar. Another 18 wins & 48 nominations.","Animation, Adventure, Comedy","69","7.1"
"606","Braveheart",1014,"Par.",75609945,1995,NA,NA,NA,NA
"607","Brazil",4685,"Uni.",9929135,1985,NA,NA,NA,NA
"608","Breach",2442,"Uni.",33231264,2007,NA,NA,NA,NA
"609","Breakdown",1665,"Par.",50159144,1997,NA,NA,NA,NA
"610","Breakin'",2121,"Can.",38682707,1984,NA,NA,NA,NA
"611","Breakin' 2: Electric Boogaloo",3930,"TriS",15101131,1984,NA,NA,NA,NA
"612","Breakin' All the Rules",4331,"SGem",12264319,2004,NA,NA,NA,NA
"613","Breaking Away",3775,"Fox",16424918,1979,NA,NA,NA,NA
"614","Breaking In (2018)",1791,"Uni.",46535850,2018,NA,NA,NA,NA
"615","Breathless",3418,"Orion",19910002,1983,NA,NA,NA,NA
"616","Brewster's Millions",2022,"Uni.",40833132,1985,NA,NA,NA,NA
"617","Brick Mansions",3358,"Rela.",20396829,2014,NA,NA,NA,NA
"618","Bride of Chucky",2496,"Uni.",32383850,1998,NA,NA,NA,NA
"619","Bride Wars",1380,"Fox",58715510,2009,NA,NA,NA,NA
"620","Bridesmaids",282,"Uni.",169106725,2011,"Nominated for 2 Oscars. Another 25 wins & 69 nominations.","Comedy, Romance","75","6.8"
"621","Bridge of Spies",1065,"BV",72313754,2015,NA,NA,NA,NA
"622","Bridge to Terabithia",906,"BV",82272442,2007,NA,NA,NA,NA
"623","Bridget Jones's Baby",3041,"Uni.",24252420,2016,NA,NA,NA,NA
"624","Bridget Jones's Diary",1085,"Mira.",71543427,2001,NA,NA,NA,NA
"625","Bridget Jones: The Edge of Reason",2050,"Uni.",40226215,2004,NA,NA,NA,NA
"626","Bright Lights, Big City",3814,"UA",16118077,1988,NA,NA,NA,NA
"627","Brighton Beach Memoirs",4374,"Uni.",11957943,1986,NA,NA,NA,NA
"628","Bring It On",1151,"Uni.",68379000,2000,NA,NA,NA,NA
"629","Bringing Down the House",433,"BV",132716677,2003,"4 wins & 13 nominations.","Comedy","39","5.6"
"630","Bringing Out the Dead",3743,"Par.",16797191,1999,NA,NA,NA,NA
"631","Broadcast News",1622,"Fox",51249404,1987,NA,NA,NA,NA
"632","Broadway Danny Rose",4562,"Orion",10600497,1984,NA,NA,NA,NA
"633","Brokeback Mountain",889,"Focus",83043761,2005,NA,NA,NA,NA
"634","Brokedown Palace",4651,"Fox",10115013,1999,NA,NA,NA,NA
"635","Broken Arrow (1996)",1104,"Fox",70770147,1996,NA,NA,NA,NA
"636","Broken City",3437,"Fox",19701164,2013,NA,NA,NA,NA
"637","Broken Flowers",4125,"Focus",13744960,2005,NA,NA,NA,NA
"638","Bronco Billy",3040,"WB",24265659,1980,NA,NA,NA,NA
"639","Brooklyn",2143,"FoxS",38322743,2015,NA,NA,NA,NA
"640","Brooklyn's Finest",2814,"Over.",27163593,2010,NA,NA,NA,NA
"641","Brother Bear",853,"BV",85336277,2003,NA,NA,NA,NA
"642","Brotherhood of the Wolf",4468,"Uni.",11260096,2002,NA,NA,NA,NA
"643","Brothers",2746,"LGF",28544157,2009,NA,NA,NA,NA
"644","Brown Sugar",2805,"FoxS",27363891,2002,NA,NA,NA,NA
"645","Brubaker",2213,"Fox",37121708,1980,NA,NA,NA,NA
"646","Bruce Almighty",125,"Uni.",242829261,2003,"7 wins & 8 nominations.","Comedy, Drama, Fantasy","46","6.7"
"647","Bruno",1347,"Uni.",60054530,2009,NA,NA,NA,NA
"648","Buck Rogers in the 25th Century",3226,"Uni.",21671241,1979,NA,NA,NA,NA
"649","Buddy",4653,"Sony",10113400,1997,NA,NA,NA,NA
"650","Buffy the Vampire Slayer",3759,"Fox",16624456,1992,NA,NA,NA,NA
"651","Bugs! (IMAX)",3496,"SK",19063544,2003,NA,NA,NA,NA
