"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","omdb.Awards","omdb.BoxOffice","omdb.Metascore","omdb.imdbRating"
"344","Song of Granite","2017-11-15","2017-11-14","http://www.nytimes.com/2017/11/14/movies/song-of-granite-review.html","",0,"1 win & 2 nominations.","$4,230","68","6.6"
"345","Song to Song","2017-03-17","2017-03-16","http://www.nytimes.com/2017/03/16/movies/song-to-song-review-terrence-malick.html","R",1,"8 nominations.","$421,856","54","5.7"
"346","Speech & Debate","2017-04-07","2017-04-06","http://www.nytimes.com/2017/04/06/movies/speech-and-debate-review.html","PG-13",0,"N/A","N/A","46","6.0"
"347","Speed Sisters","2017-01-27","2017-02-09","http://www.nytimes.com/2017/02/09/movies/speed-sisters-review.html","",0,"3 wins & 4 nominations.","$2,753","65","7.1"
"348","Spettacolo","2017-09-06","2017-09-05","http://www.nytimes.com/2017/09/05/movies/review-spettacolo-documentary.html","",0,"3 wins & 3 nominations.","N/A","N/A","7.8"
"349","Spider-Man: Homecoming","2017-07-07","2017-06-29","http://www.nytimes.com/2017/06/29/movies/spider-man-homecoming-review.html","PG-13",0,"4 wins & 9 nominations.","$334,166,825","73","7.5"
"350","Split","2017-01-20","2017-01-19","http://www.nytimes.com/2017/01/19/movies/split-review-m-night-shyamalan.html","PG-13",0,"8 wins & 19 nominations.","$138,120,085","62","7.3"
"351","Star Wars: The Last Jedi","2017-12-15","2017-12-12","http://www.nytimes.com/2017/12/12/movies/star-wars-the-last-jedi-review.html","PG-13",1,"Nominated for 4 Oscars. Another 12 wins & 71 nominations.","$619,117,636","85","7.2"
"352","Staying Vertical","2017-01-20","2017-01-19","http://www.nytimes.com/2017/01/19/movies/staying-vertical-review.html","Not Rated",0,"4 wins & 8 nominations.","$11,747","65","6.2"
"353","Step","2017-08-04","2017-08-03","http://www.nytimes.com/2017/08/03/movies/step-review.html","PG",0,"8 wins & 20 nominations.","$1,137,759","81","6.8"
"354","Strange Weather","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/strange-weather-review-holly-hunter.html","R",0,"2 nominations.","N/A","57","5.8"
"355","Strong Island","2017-09-15","2017-09-14","http://www.nytimes.com/2017/09/14/movies/strong-island-review.html","",0,"Nominated for 1 Oscar. Another 12 wins & 11 nominations.","N/A","86","6.4"
"356","Stronger","2017-09-22","2017-09-21","http://www.nytimes.com/2017/09/21/movies/review-jake-gyllenhaal-as-marathon-victim-in-stronger.html","R",0,"2 wins & 8 nominations.","&pound;4,192,426","76","7.0"
"357","Suburbicon","2017-10-27","2017-10-26","http://www.nytimes.com/2017/10/26/movies/suburbicon-review-george-clooney-matt-damon-julianne-moore.html","R",0,"3 wins & 5 nominations.","N/A","42","5.6"
"358","Sundowners","2017-12-12","2017-12-14","http://www.nytimes.com/2017/12/14/movies/sundowners-review.html","",0,"1 nomination.","N/A","49","6.8"
"359","Super Dark Times","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/super-dark-times-review.html","Not Rated",0,"4 wins & 4 nominations.","$29,759","75","6.6"
"360","Swim Team","2017-07-07","2017-07-06","http://www.nytimes.com/2017/07/06/movies/swim-team-review.html","",0,"5 wins & 1 nomination.","$4,024","72","8.2"
"361","T2 Trainspotting","2017-03-31","2017-03-16","http://www.nytimes.com/2017/03/16/movies/t2-trainspotting-review.html","R",1,"6 wins & 5 nominations.","$2,395,410","67","7.2"
"362","Ta'ang","2017-05-05","2017-05-04","http://www.nytimes.com/2017/05/04/movies/taang-review-wang-bing.html","",0,"N/A","N/A","N/A","7.1"
"363","Table 19","2017-03-03","2017-03-02","http://www.nytimes.com/2017/03/02/movies/table-19-review.html","PG-13",0,"1 nomination.","$3,606,977","40","5.8"
"364","Take Every Wave: The Life of Laird Hamilton","2017-09-29","2017-10-05","http://www.nytimes.com/2017/10/05/movies/review-take-every-wave-the-life-of-laird-hamilton.html","",0,"1 win & 1 nomination.","$41,053","66","7.1"
"365","Take Me","2017-05-05","2017-05-03","http://www.nytimes.com/2017/05/03/movies/take-me-review-taylor-schilling.html","",0,"N/A","$2,583","56","6.1"
"366","Tatara Samurai","2017-06-02","2017-06-01","http://www.nytimes.com/2017/06/01/movies/tatara-samurai-review.html","",0,"1 win.","N/A","N/A","6.3"
"367","Te Ata","2017-10-13","2017-10-12","http://www.nytimes.com/2017/10/12/movies/te-ata-review.html","PG",0,"7 wins.","N/A","51","6.5"
"368","Thank You for Your Service","2017-10-27","2017-10-26","http://www.nytimes.com/2017/10/26/movies/thank-you-for-your-service-review-miles-teller.html","R",0,"1 win.","$9,437,885","68","6.5"
"369","The Age of Consequences","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/the-age-of-consequences-review.html","",0,"5 nominations.","N/A","68","6.9"
"370","The Ardennes","2017-01-06","2017-01-05","http://www.nytimes.com/2017/01/05/movies/the-ardennes-review.html","Not Rated",0,"8 wins & 7 nominations.","N/A","47","6.8"
"371","The Assignment","2017-04-07","2017-04-05","http://www.nytimes.com/2017/04/05/movies/the-assignment-review.html","R",0,"N/A","N/A","N/A","6.9"
"372","The Bad Batch","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/the-bad-batch-review-keanu-reeves.html","R",0,"1 win & 3 nominations.","$180,851","62","5.3"
"373","The Ballad of Lefty Brown","2017-12-15","2017-12-14","http://www.nytimes.com/2017/12/14/movies/review-the-sidekick-as-hero-in-the-ballad-of-lefty-brown.html","R",0,"1 nomination.","N/A","64","6.2"
"374","The Beguiled","2017-06-30","2017-06-22","http://www.nytimes.com/2017/06/22/movies/the-beguiled-review-sofia-coppola.html","R",0,"4 wins & 23 nominations.","$10,542,504","77","6.3"
"375","The Belko Experiment","2017-03-17","2017-03-15","http://www.nytimes.com/2017/03/15/movies/the-belko-experiment-review.html","R",0,"N/A","$10,164,675","44","6.1"
"376","The Big Sick","2017-07-14","2017-06-22","http://www.nytimes.com/2017/06/22/movies/the-big-sick-review-kumail-nanjiani.html","R",1,"Nominated for 1 Oscar. Another 16 wins & 84 nominations.","$42,824,653","86","7.6"
"377","The Black Prince","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/the-black-prince-review.html","PG-13",0,"12 wins.","N/A","26","7.8"
"378","The Book of Henry","2017-06-16","2017-06-15","http://www.nytimes.com/2017/06/15/movies/the-book-of-henry-review-naomi-watts.html","PG-13",0,"1 win & 2 nominations.","$4,219,536","31","6.6"
"379","The Boss Baby","2017-03-31","2017-03-30","http://www.nytimes.com/2017/03/30/movies/the-boss-baby-review-alec-baldwin.html","PG",0,"Nominated for 1 Oscar. Another 1 win & 19 nominations.","$174,996,080","50","6.3"
"380","The Breadwinner","2017-11-17","2017-11-16","http://www.nytimes.com/2017/11/16/movies/the-breadwinner-review.html","PG-13",1,"Nominated for 1 Oscar. Another 12 wins & 41 nominations.","&pound;228,056","78","7.7"
"381","The Bye Bye Man","2017-01-13","2017-01-12","http://www.nytimes.com/2017/01/12/movies/the-bye-bye-man-review.html","PG-13",0,"N/A","$22,377,458","37","4.3"
"382","The Circle","2017-04-28","2017-04-27","http://www.nytimes.com/2017/04/27/movies/the-circle-review-emma-watson-tom-hanks.html","PG-13",0,"1 win & 1 nomination.","$20,476,300","43","5.3"
"383","The Comedian","2017-02-03","2017-02-02","http://www.nytimes.com/2017/02/02/movies/the-comedian-review-robert-de-niro.html","R",0,"1 win.","&pound;1,658,706","40","5.7"
"384","The Commune","2017-05-19","2017-05-18","http://www.nytimes.com/2017/05/18/movies/the-commune-review.html","",0,"5 wins & 18 nominations.","N/A","60","6.4"
"385","The Dancer","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/review-the-dancer-a-glum-biopic-for-a-dynamic-innovator.html","",0,"1 win & 14 nominations.","N/A","44","6.5"
"386","The Dark Tower","2017-08-04","2017-08-03","http://www.nytimes.com/2017/08/03/movies/the-dark-tower-review-idris-elba-matthew-mcconaughey-stephen-king.html","PG-13",0,"3 nominations.","$50,644,837","34","5.7"
"387","The Daughter","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/the-daughter-review.html","",0,"10 wins & 26 nominations.","$26,376","62","6.6"
"388","The Death and Life of Marsha P. Johnson","2017-10-06","2017-10-05","http://www.nytimes.com/2017/10/05/movies/the-death-and-life-of-marsha-p-johnson-review.html","",0,"4 wins & 4 nominations.","N/A","76","7.1"
"389","The Departure","2017-10-13","2017-10-12","http://www.nytimes.com/2017/10/12/movies/the-departure-review.html","",0,"2 wins.","N/A","N/A","6.9"
"390","The Dinner","2017-05-05","2017-05-04","http://www.nytimes.com/2017/05/04/movies/the-dinner-review.html","R",0,"1 nomination.","N/A","57","4.5"
"391","The Disaster Artist","2017-12-08","2017-11-30","http://www.nytimes.com/2017/11/30/movies/the-disaster-artist-review-ames-franco-tommy-wiseau.html","R",0,"Nominated for 1 Oscar. Another 25 wins & 71 nominations.","N/A","76","7.5"
"392","The Divine Order","2017-10-27","2017-10-26","http://www.nytimes.com/2017/10/26/movies/the-divine-order-review.html","",0,"12 wins & 10 nominations.","N/A","67","7.1"
"393","The Emoji Movie","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/the-emoji-movie-review.html","PG",0,"5 wins & 3 nominations.","$86,053,485","12","3.2"
"394","The Exception","2017-06-02","2017-06-01","http://www.nytimes.com/2017/06/01/movies/the-exception-review.html","R",0,"2 nominations.","N/A","60","6.8"
"395","The Farthest","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/review-a-true-life-journey-into-interstellar-space-in-the-farthest.html","",1,"8 wins & 6 nominations.","&pound;13,557","87","8.1"
"396","The Fate of the Furious","2017-04-14","2017-04-12","http://www.nytimes.com/2017/04/12/movies/fate-of-the-furious-review-fast-and-furious-8.html","PG-13",0,"1 win & 9 nominations.","$225,697,400","56","6.7"
"397","The Fencer","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/the-fencer-review.html","",0,"Nominated for 1 Golden Globe. Another 6 wins & 3 nominations.","$91,220","60","7.2"
"398","The Foreigner","2017-10-13","2017-10-12","http://www.nytimes.com/2017/10/12/movies/the-foreigner-review-jackie-chan-pierce-brosnan.html","R",0,"N/A","$33,964,179","55","7.0"
"399","The Founder","2017-01-20","2017-01-19","http://www.nytimes.com/2017/01/19/movies/the-founder-review-michael-keaton-mcdonalds.html","PG-13",0,"1 win & 3 nominations.","$12,785,093","66","7.2"
"400","The Glass Castle","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/review-the-glass-castle.html","PG-13",0,"1 win & 1 nomination.","$17,238,739","56","7.2"
"401","The Good Catholic","2017-09-08","2017-09-07","http://www.nytimes.com/2017/09/07/movies/the-good-catholic-review.html","PG-13",0,"3 wins & 5 nominations.","N/A","46","5.3"
"402","The Great Wall","2017-02-17","2017-02-16","http://www.nytimes.com/2017/02/16/movies/the-great-wall-review-matt-damon.html","PG-13",0,"1 win & 1 nomination.","$45,125,480","42","6.0"
"403","The Greatest Showman","2017-12-20","2017-12-20","http://www.nytimes.com/2017/12/20/movies/the-greatest-showman-review-hugh-jackman.html","PG",0,"Nominated for 1 Oscar. Another 7 wins & 19 nominations.","$164,616,443","48","7.7"
"404","The Hero","2017-06-09","2017-06-08","http://www.nytimes.com/2017/06/08/movies/the-hero-review-sam-elliott.html","R",1,"1 win & 5 nominations.","$4,077,270","61","6.5"
"405","The Hitman's Bodyguard","2017-08-18","2017-08-16","http://www.nytimes.com/2017/08/16/movies/the-hitmans-bodyguard-review.html","R",0,"N/A","$75,020,039","47","6.9"
"406","The House","2017-06-30","2017-06-30","http://www.nytimes.com/2017/06/30/movies/the-house-review-will-ferrell.html","R",0,"1 win.","$25,563,273","30","5.6"
"407","The Incomparable Rose Hartman","2017-06-02","2017-05-31","http://www.nytimes.com/2017/05/31/movies/the-incomparable-rose-hartman-review.html","",0,"1 nomination.","N/A","61","7.2"
"408","The Incredible Jessica James","2017-07-28","2017-07-28","http://www.nytimes.com/2017/07/28/movies/the-incredible-jessica-james-review-netflix.html","",1,"3 nominations.","N/A","72","6.5"
